beam,beam_pair,lat,lon,repeat_cycles_no,track
l,1,-82.27341303,-62.97112038,4,1275
r,3,-80.26003896,-66.55667306,4,537
l,1,-80.53864341,-59.57209505,4,772
r,3,-82.37837467,-64.80370473,4,217
l,1,-82.37188106,-64.7305593,5,10
l,1,-82.38726997,-65.02179422,4,955
l,2,-79.09863033,-30.77274385,4,24
l,1,-80.64374033,-63.09054343,5,574
l,1,-80.16597102,-59.34228425,3,330
l,2,-80.16207776,-77.15990337,5,788
r,3,-79.97174774,-79.38932616,4,126
l,1,-81.57116,-63.74147208,4,513
r,3,-80.72492256,-72.39900577,2,583
l,1,-79.30390478,-68.19575672,2,178
l,2,-80.32100342,-44.33539912,5,1100
l,2,-80.35287542,-44.55291781,5,658
l,1,-82.38724874,-61.6478265,5,1153
l,1,-80.89326402,-74.88306437,4,766
l,2,-83.13065637,-58.09116766,5,735
l,2,-80.95795158,-61.09237717,4,171
l,1,-82.18642445,-61.00099963,4,1238
l,1,-80.1383704,-59.81328942,4,430
r,2,-80.28461928,-30.35239782,3,2
l,1,-80.55211083,-75.62527571,3,324
l,1,-80.56480415,-33.28332602,4,246
r,3,-80.46394634,-63.48351291,4,132
l,1,-80.01751341,-78.65457144,5,507
l,1,-79.11482826,-71.36838121,5,781
r,3,-79.27717277,-33.98882695,5,1130
l,2,-79.20040259,-35.28106868,4,749
l,1,-82.24885742,-60.61701231,5,293
r,3,-79.95571115,-43.58168756,5,94
r,3,-82.39639411,-64.48434032,2,1336
l,3,-80.87139151,-51.35168321,4,985
r,1,-80.83302634,-74.00080154,4,483
r,1,-82.21867845,-46.1296537,3,79
l,3,-79.35529286,-35.62972741,5,832
r,1,-82.2227826,-54.17031106,5,247
r,2,-79.74372588,-66.27301973,5,437
l,3,-82.2027049,-53.43188511,4,40
r,2,-80.28420015,-30.35781632,3,344
r,2,-80.46125075,-76.52231547,5,1169
l,3,-81.96379147,-49.84316509,6,1183
r,2,-81.45297443,-41.860883,6,1039
r,1,-80.90060459,-52.56468713,4,1107
r,1,-80.51215906,-33.33128533,5,1030
r,2,-80.12062375,-79.12027105,5,568
l,3,-82.51052857,-45.56798164,5,582
r,1,-82.06756511,-51.93341114,4,1366
l,3,-80.50814128,-76.2508559,4,666
l,3,-80.12501458,-52.45853461,4,1268
l,3,-80.03497112,-78.21518107,4,407
r,2,-81.99968992,-50.73196467,5,802
l,2,-79.4928089,-67.93723638,5,95
r,2,-79.67853151,-60.18992861,3,430
l,3,-81.15397159,-40.07376054,4,414
l,3,-79.70404671,-70.54480929,5,300
r,2,-79.54949163,-32.03345175,5,63
r,1,-79.59851487,-71.61642649,4,842
r,3,-81.56478541,-64.56664169,4,537
r,2,-79.3076421,-76.70334098,4,766
r,2,-80.86624247,-73.68276119,2,1147
l,3,-79.65600614,-67.57804356,5,95
r,1,-80.53355242,-59.55058632,5,1375
r,1,-82.77701591,-63.03186875,4,269
r,2,-82.27759678,-65.29567451,3,513
r,2,-79.23580191,-33.26004571,5,207
r,2,-80.37040215,-59.79646632,2,330
l,3,-79.24568621,-78.58079739,6,971
l,3,-82.91910473,-61.22535425,4,34
r,2,-81.89417349,-65.32037504,5,574
r,1,-80.69325718,-64.98156961,3,254
r,2,-81.55162243,-63.40724222,4,10
r,2,-81.56536348,-63.69011634,5,955
l,3,-82.26623129,-63.23059723,5,537
r,1,-81.98974956,-50.46879174,3,384
r,2,-82.12315048,-52.32104917,2,567
l,3,-83.56911379,-60.47884738,6,1040
l,3,-79.6782114,-60.02267901,4,430
r,3,-79.24423248,-79.10259905,5,87
r,3,-82.36336559,-54.97006919,3,369
r,3,-80.61477596,-70.95997693,5,239
l,2,-82.10868991,-46.00838506,5,878
l,2,-80.28937624,-44.11682561,5,497
r,3,-81.72484727,-62.37206124,4,1275
l,2,-82.50204222,-55.38660542,5,162
l,1,-81.18458966,-40.53572541,5,131
l,1,-80.28675633,-30.27824613,6,444
r,1,-79.57809951,-67.22722691,4,34
r,3,-83.54190058,-59.87692087,5,284
l,2,-79.71385512,-67.27069966,3,56
l,2,-80.49842834,-45.6546725,5,1222
r,3,-81.72271297,-63.245419,5,918
l,1,-80.46272153,-66.47553214,4,1321
l,1,-79.97595953,-79.3426074,4,529
l,2,-79.15731444,-50.39161336,6,79
l,1,-80.11639417,-79.05086291,5,1010
l,2,-80.63108196,-48.84598371,5,1024
r,3,-80.60368093,-63.48856893,6,796
l,1,-81.89319478,-65.60967881,6,1077
r,1,-82.00147429,-46.81198212,5,1024
r,3,-82.29202,-60.83401912,5,354
l,1,-80.69301841,-54.40215005,4,64
r,3,-79.36075591,-34.86191514,6,771
l,1,-81.45026625,-41.82112834,6,94
l,2,-79.18880592,-35.81307512,5,1252
l,1,-79.56264669,-67.44322506,3,559
r,3,-83.12887276,-58.08317203,5,293
l,2,-80.93451077,-36.9761925,6,1054
l,1,-79.02853846,-34.58626568,6,1130
l,2,-80.61909411,-47.30479772,5,902
l,1,-81.72389887,-65.04482196,4,132
r,3,-80.18239566,-78.08031873,5,507
l,2,-79.67181996,-66.4424057,5,1382
r,3,-80.63931413,-63.17826477,5,1238
r,3,-80.56316836,-75.22663287,3,324
r,2,-82.36554122,-64.18149713,2,1336
r,3,-79.25817507,-80.41596647,5,651
l,2,-79.54405986,-69.66759042,4,1184
r,3,-79.70644735,-76.07782985,4,766
r,3,-82.77747442,-63.01529626,5,1153
l,2,-82.48498078,-63.52136623,5,1040
l,1,-79.27617078,-80.54336722,3,126
r,3,-81.69937127,-64.40276805,4,513
l,2,-79.22450303,-33.43728233,3,1069
l,2,-81.7054908,-64.01915881,4,34
r,3,-81.91680298,-64.54770557,4,955
l,2,-80.99767357,-69.85783844,4,400
l,2,-80.84543499,-74.49785631,6,1208
r,3,-80.43751388,-59.81375266,5,772
l,2,-79.2494661,-78.32900696,4,888
l,2,-80.14829681,-52.23492127,4,223
r,1,-80.18190817,-78.04689271,4,407
l,3,-79.97209522,-43.36924532,5,1381
r,1,-80.35832971,-75.93968385,5,224
r,2,-80.86656855,-51.09636067,5,765
r,2,-81.854912,-66.02566222,4,635
l,3,-80.83015797,-50.25180958,5,1366
l,3,-79.32908699,-43.12811897,5,497
l,3,-79.70655587,-32.6615385,5,1030
r,2,-80.13098662,-59.74312255,3,1275
r,2,-79.35806651,-34.32539288,6,688
r,2,-81.57618374,-62.42311425,4,354
r,1,-80.63040381,-47.25009288,6,1183
r,1,-80.85035931,-50.67599179,4,40
r,1,-79.2062902,-35.13995432,5,832
r,2,-80.41163355,-65.50011873,6,918
l,3,-79.1409853,-50.50448681,5,1024
l,3,-82.45253834,-45.17670957,5,79
r,1,-82.18101539,-53.19198127,5,985
r,1,-81.96472714,-49.92326131,5,299
r,2,-80.43840687,-64.1662817,5,354
l,3,-80.68614467,-75.72547156,5,605
r,2,-79.01528692,-34.69344273,6,688
r,1,-81.99299212,-51.01306419,5,1305
l,3,-79.27684179,-50.356217,5,1024
r,2,-81.97090631,-47.30443986,4,1000
r,2,-81.5654969,-63.7395456,5,918
r,2,-79.21066591,-32.45428199,4,146
r,2,-80.73995991,-64.20291891,5,635
r,1,-82.11214513,-52.3114208,6,1009
r,1,-80.88442969,-51.78489537,5,1268
r,1,-80.64661601,-47.71136089,5,460
l,2,-79.83736354,-65.71803691,3,415
r,1,-80.50846489,-76.13991578,4,224
l,3,-80.20962524,-43.6746372,5,1381
r,1,-79.2795123,-76.99426082,4,407
r,2,-81.90194465,-43.14011336,4,277
l,3,-79.98315516,-51.68575199,5,1107
l,2,-81.91792064,-64.66751779,6,1040
l,2,-82.25875538,-43.45521123,5,192
r,3,-82.26145529,-61.8618784,5,1153
r,3,-82.29380601,-43.69179999,5,399
l,2,-80.16156917,-77.25502633,6,888
r,3,-80.74243388,-35.50185258,5,932
l,1,-81.85777006,-66.29806553,4,217
r,3,-80.13045781,-59.40423569,3,772
l,1,-79.38344173,-81.25334361,5,270
l,1,-82.54170917,-46.15210404,4,375
l,2,-79.39461307,-76.35253849,6,1208
r,3,-81.6861771,-64.11875043,3,955
r,3,-81.70212439,-63.88810424,5,10
l,1,-82.32475229,-54.48932013,5,750
l,1,-80.8144031,-74.219067,5,705
r,3,-80.791913,-62.91558564,5,513
r,3,-79.32021852,-33.51837318,5,207
r,1,-81.14267769,-68.23964768,4,1382
r,3,-79.69683352,-70.37908745,5,781
l,1,-79.35977075,-34.23549546,6,1130
r,3,-80.46081129,-63.16975229,5,293
l,1,-83.51756006,-61.04782454,5,1351
l,1,-81.02228155,-69.34693356,3,559
l,2,-79.2232806,-34.79945662,3,329
l,1,-80.93872887,-61.43840592,3,1336
l,2,-80.62759628,-34.0450442,5,1252
r,3,-79.58012468,-80.78065963,5,651
r,1,-79.35096483,-35.79877839,6,1252
r,3,-80.88271066,-74.76069659,3,324
l,2,-79.93226884,-66.7545601,5,1382
r,3,-80.20355827,-59.36176236,4,430
r,3,-79.23930501,-79.20906286,4,507
l,1,-80.60681924,-63.29885271,4,132
l,1,-79.17027796,-30.1654585,4,908
l,2,-82.22111733,-46.15968189,5,1024
r,3,-82.26171849,-60.63784445,4,796
l,1,-79.23179622,-80.07165504,4,1010
r,1,-79.74568175,-66.25522467,6,1360
l,1,-80.04087042,-65.93241805,4,1321
r,3,-82.42881626,-61.83948888,5,918
l,2,-80.74281535,-71.98359667,5,1245
r,1,-79.42757005,-67.39526079,3,34
l,1,-79.61834742,-65.95002142,5,437
r,3,-79.02809098,-34.49916623,6,771
l,1,-82.07811403,-52.12387448,4,64
l,1,-80.61482616,-35.29267933,6,871
r,3,-80.60521448,-63.74636846,5,354
r,3,-80.84619051,-74.03687093,2,263
r,1,-79.87060626,-65.58906643,4,857
r,3,-80.95860237,-61.09001178,3,1275
l,2,-79.53872508,-32.29398277,4,1030
l,2,-79.95267219,-43.68765027,5,497
l,2,-79.23114585,-30.57403529,5,383
r,3,-79.79269839,-60.91930182,4,49
l,2,-80.48094219,-32.4309758,4,185
l,1,-81.00646448,-40.00312646,4,573
l,1,-79.61687234,-31.09272547,5,444
l,2,-79.13451856,-30.93734099,4,1328
l,2,-81.96533486,-49.8823896,4,741
l,2,-79.69033903,-50.89563159,2,162
l,1,-79.4744987,-81.09423459,5,712
r,2,-80.885607,-60.26387972,4,772
r,2,-80.38461324,-61.89162244,6,955
r,2,-80.34071475,-61.57361992,5,10
l,2,-79.30681759,-68.40332877,4,1040
l,3,-83.5243383,-59.57589994,4,34
l,3,-80.0384447,-79.51713359,5,971
l,3,-79.29010982,-68.2554735,4,1040
l,3,-80.90090095,-62.01972891,6,1177
l,3,-83.06788239,-61.8847092,5,1040
r,1,-80.71400533,-64.75112392,4,696
r,2,-80.23893407,-66.62873547,5,879
r,1,-80.87645433,-53.61388693,4,948
r,2,-80.01559638,-77.4981712,3,1291
r,2,-80.29239255,-31.12101381,6,63
r,1,-79.48795007,-30.19533642,3,825
r,2,-79.75648068,-60.09790127,5,430
r,2,-80.46402795,-63.61175201,5,1238
l,3,-79.61553916,-66.54819455,5,1382
l,2,-79.30004952,-68.15152281,5,95
l,3,-80.73222748,-71.64283718,4,742
r,1,-79.19150063,-71.54333193,3,339
r,1,-80.36291106,-59.7788345,5,1375
r,1,-79.17908783,-35.46387694,4,749
l,3,-82.18886108,-53.00445505,3,186
r,2,-80.02861555,-78.29287578,2,1352
r,1,-80.74408654,-49.74432355,4,1366
r,3,-81.56974218,-64.29816997,5,979
r,2,-79.19949644,-35.81651318,5,1335
l,1,-80.43021489,-62.53997828,5,1016
l,3,-80.63015085,-70.71744798,5,681
r,1,-82.02166441,-46.13824236,5,1381
r,1,-83.01444052,-61.7845211,4,589
l,3,-82.42611179,-44.19504523,5,460
l,3,-81.95789157,-49.56808661,3,1268
l,3,-80.33404033,-76.27147367,4,224
l,3,-80.86840764,-54.01870767,6,1009
l,3,-80.32170329,-75.99543666,4,666
l,3,-80.63361036,-49.18669028,5,1305
r,1,-80.62806946,-48.77606367,4,79
r,2,-80.43204472,-31.85210324,4,908
r,3,-79.72220214,-60.45246091,5,894
l,2,-79.25185315,-77.80737289,3,385
r,2,-80.23792945,-76.22493904,5,1169
l,1,-81.54200474,-64.98884785,5,1077
l,3,-80.65481333,-48.17978212,5,299
r,1,-80.92592605,-36.141925,5,48
l,1,-80.79086497,-75.29118971,3,324
r,2,-79.62105957,-31.17163028,4,2
l,1,-82.52412158,-55.88754999,4,430
l,2,-80.46030417,-63.10296192,5,735
l,1,-79.53725322,-32.22192495,5,63
l,2,-81.95118702,-47.77988771,3,116
l,1,-80.7644198,-75.06900262,3,766
l,1,-80.60541488,-63.35222076,5,293
r,3,-79.5894225,-67.8200162,3,559
r,3,-80.49184149,-32.4823312,6,1130
l,3,-79.30739241,-67.1986456,3,34
l,1,-81.0679448,-68.91178038,6,781
l,1,-80.39565669,-61.97542777,5,513
l,2,-79.42810938,-76.28085342,4,788
l,1,-80.546383,-59.8422695,3,330
r,3,-80.78727036,-72.5668759,5,141
l,1,-81.64281445,-64.64310384,6,574
l,2,-79.88505804,-31.66481837,6,24
l,1,-80.61109373,-46.98715492,3,399
l,2,-81.04921818,-40.1797361,6,856
r,3,-81.99330001,-65.59097386,4,217
l,1,-79.47823981,-68.38691371,2,178
r,2,-80.27462466,-66.72072985,4,537
l,1,-80.25370541,-66.157632,4,476
r,3,-83.63932498,-60.77173455,3,156
l,2,-80.87560157,-51.86751835,3,826
l,2,-79.89208555,-43.06290248,5,33
r,3,-81.18992186,-40.69628802,6,573
l,2,-80.61003982,-75.16641955,5,1047
l,2,-82.18822491,-52.97632918,6,628
r,3,-79.89491811,-67.02425801,4,537
r,2,-81.79001788,-64.63920672,4,95
r,2,-79.76279977,-60.586728,3,452
l,1,-79.60799823,-76.02238551,5,263
l,2,-79.14920181,-35.59587102,4,307
l,1,-80.74571721,-71.98097338,5,522
r,3,-79.31753416,-36.54146677,5,871
r,3,-80.87209492,-53.74903908,4,64
l,2,-80.62716556,-48.72742609,4,360
l,2,-80.2476118,-66.50154404,6,979
l,1,-82.22435111,-61.44482679,3,354
l,2,-82.17830185,-53.92992963,5,101
l,1,-79.24721706,-34.40065343,6,771
l,2,-79.1846172,-35.27684503,5,832
l,3,-80.25617191,-66.30726948,6,979
l,1,-80.8718817,-53.81473125,5,284
l,1,-83.53261864,-59.59700548,5,918
r,3,-80.2620558,-66.58250926,4,1321
r,3,-79.32756673,-30.67125175,3,908
l,1,-83.28034048,-58.74218391,4,796
r,3,-81.96014833,-66.18780067,6,1077
r,2,-81.35995078,-66.45666725,5,1199
r,2,-79.40940478,-67.44508091,3,559
r,2,-81.89235581,-65.57677719,3,132
r,1,-79.5313273,-69.74727838,3,742
r,2,-81.64562122,-42.04844754,5,155
r,2,-82.50893633,-62.41363185,5,711
l,3,-79.26232569,-71.66043859,4,842
l,3,-82.0299721,-51.24495045,5,948
r,1,-83.33662534,-61.69788044,5,1040
l,3,-81.39829996,-66.20436537,5,696
r,1,-83.13022503,-58.08940707,3,1177
l,3,-80.42044002,-64.97520036,3,254
r,1,-83.16771219,-61.10882832,4,34
r,1,-79.98990913,-79.10483553,5,971
l,3,-80.87749356,-75.48931116,4,102
r,1,-82.49731488,-63.20970755,5,537
r,1,-80.10509269,-79.24727536,5,971
r,1,-82.12332294,-52.30074544,5,924
r,1,-83.56258509,-60.02138288,4,34
r,2,-82.52136746,-55.3859428,6,872
r,1,-83.00748222,-62.03431263,4,537
l,1,-79.62231383,-65.88361979,2,857
l,3,-80.88827967,-53.20963176,4,948
r,2,-80.9996707,-70.10856957,4,1345
r,2,-79.16770501,-81.44984122,5,1215
r,1,-80.87328916,-62.44754324,6,1177
l,3,-80.68232849,-65.08470271,5,696
r,2,-82.77529677,-63.01891552,5,711
r,1,-79.6308624,-66.22803836,5,1382
r,2,-80.28841627,-44.11419527,3,155
r,1,-80.60722083,-71.08778532,4,742
r,2,-81.97830028,-65.73907585,3,132
l,3,-79.43628589,-29.92047398,3,825
r,1,-82.20220467,-53.43270292,3,186
r,2,-79.32908195,-67.35613333,3,559
r,2,-80.64310984,-65.36140257,6,1199
l,3,-80.02375858,-59.85814094,5,1375
l,1,-83.01568815,-60.98207344,5,918
r,3,-80.08201713,-66.34746727,4,1321
l,3,-79.88305706,-65.74593331,6,1360
l,3,-79.93370686,-66.72142847,6,979
r,3,-81.87394349,-66.02277544,5,1077
r,3,-79.23224776,-79.73640163,4,1010
l,1,-79.15685036,-31.33694036,5,886
l,1,-82.32395611,-60.98389477,4,796
l,2,-79.93277855,-66.89957819,6,979
l,2,-81.99243239,-50.97115317,4,360
r,3,-82.05116089,-51.71679615,4,64
r,3,-80.64034587,-34.87018326,6,871
l,1,-80.84699658,-74.43131796,2,263
r,3,-79.62099494,-66.30059938,5,437
l,1,-79.07100171,-34.21504159,5,771
l,2,-80.88118343,-51.68953694,4,101
r,3,-79.71790447,-67.23974619,4,537
l,2,-80.73038128,-75.33743157,5,1047
l,3,-79.51776178,-30.34630146,3,1328
r,2,-81.67029962,-64.85442941,4,95
l,1,-79.24605104,-78.76994158,6,87
r,2,-79.68789537,-67.44799811,4,537
r,3,-79.34625035,-81.29206974,5,712
l,2,-81.24685986,-41.16776356,5,33
l,2,-81.97134257,-50.02588434,4,826
r,2,-80.72742856,-70.41074532,5,1123
l,1,-80.86151856,-73.77704923,5,925
l,1,-80.89886633,-70.2011237,4,178
l,2,-80.21663805,-65.81785835,6,818
l,1,-82.21281934,-61.29179024,5,1153
l,2,-80.9802661,-73.11297898,4,1306
r,3,-83.23182125,-58.58533703,5,354
l,1,-81.81097981,-64.94079039,6,574
l,1,-80.2095099,-59.39760391,2,330
r,3,-80.8583523,-73.75865607,5,705
r,3,-79.24359156,-80.24340437,4,126
l,1,-80.49778343,-59.51648675,4,772
r,3,-81.89127459,-65.78711681,4,217
l,1,-80.83099121,-35.76619805,5,932
l,1,-82.37945409,-43.99021618,5,399
l,1,-81.71640958,-63.47493163,5,10
l,1,-81.70511976,-63.71392697,4,955
l,2,-80.49056598,-32.44670914,6,24
r,3,-79.23326615,-81.42598229,4,270
r,3,-80.99816,-69.71350572,3,559
l,1,-82.16061682,-60.79255498,5,293
r,3,-80.91715488,-61.80531605,3,1336
l,1,-79.70979548,-70.7144713,5,781
r,2,-83.24554101,-58.29878649,3,1238
l,3,-79.6033005,-66.86141261,3,34
r,3,-79.32971063,-33.93045188,5,1130
l,1,-82.28994473,-60.79331733,4,1238
r,2,-79.18286597,-31.66016074,4,2
l,1,-80.8863549,-75.15286082,3,324
l,1,-79.23396822,-79.54976617,5,507
l,1,-79.80892874,-76.30895579,5,766
l,2,-80.46548071,-45.39085481,3,116
l,1,-79.23243375,-32.55561203,5,63
l,2,-80.38613548,-61.90535429,3,171
l,1,-79.2310146,-80.0513713,4,651
r,1,-80.8798309,-75.62487459,5,605
l,3,-81.98431385,-50.40246252,4,299
r,2,-81.9571823,-49.52742857,3,323
r,2,-79.93840374,-66.50832901,5,437
r,2,-80.46544715,-63.55775614,4,1077
r,1,-79.58439057,-50.34392652,5,1024
r,2,-79.90811885,-31.17780323,3,908
r,1,-81.96405707,-46.62251538,5,79
l,3,-82.04398654,-51.55584032,6,1305
l,3,-80.46785577,-76.45389163,3,224
r,2,-81.05077406,-39.75566524,5,70
l,3,-80.86487475,-51.42791381,5,1268
l,3,-80.62701625,-47.36298001,5,460
l,3,-79.26576457,-77.30577494,5,407
r,2,-81.41977799,-66.06375443,3,156
l,1,-79.18583574,-35.63313593,5,1335
l,3,-82.0683679,-51.94829563,6,1009
r,3,-80.5652838,-65.87940628,5,979
r,1,-80.6754596,-49.64747821,4,1366
r,2,-80.14685802,-78.44219148,3,1352
r,1,-79.05959617,-34.29033249,3,185
l,3,-79.03228025,-68.75246474,3,681
r,1,-79.83236667,-51.1534462,5,1107
r,1,-80.55927996,-33.39551238,5,1030
l,1,-80.45081646,-63.8216297,5,1238
r,2,-82.17099133,-52.74492529,4,1070
l,3,-79.56672632,-67.68265804,5,95
r,2,-79.86616486,-31.66017546,5,63
r,1,-79.43262852,-71.80213425,4,842
r,2,-80.18989174,-77.71920022,3,1291
l,3,-79.66326044,-70.23728726,4,742
l,2,-79.37391984,-68.07023458,5,95
r,2,-79.2799289,-76.99339483,3,324
r,1,-81.44837588,-65.87591163,4,696
r,3,-79.25356226,-67.179738,5,1001
l,3,-83.05028372,-57.77619484,4,1177
r,2,-81.00250155,-39.46609814,5,795
r,1,-81.0116388,-40.17036352,4,1298
r,1,-82.05578272,-51.64120043,5,948
r,2,-79.29987038,-68.36177392,2,178
l,3,-81.8322654,-42.84548076,5,192
l,2,-79.02128669,-68.70794767,5,1040
r,2,-80.17699461,-61.35933601,6,10
r,1,-80.88056817,-75.10776167,5,102
r,2,-82.27264915,-62.69030335,4,772
r,2,-81.68403336,-64.15907743,4,513
l,3,-79.96950502,-79.43007538,5,971
l,3,-83.0151163,-60.98306367,4,34
r,2,-82.29298427,-66.10604591,6,574
r,1,-80.43021937,-64.62121704,3,254
l,2,-79.52794437,-30.50431161,3,1328
l,1,-79.16759868,-31.58518215,5,444
l,1,-81.16285765,-40.2421094,5,573
r,3,-79.45863929,-30.04086514,5,847
l,2,-79.16293532,-50.30510178,3,162
l,2,-80.64705199,-47.71861848,2,741
l,1,-81.2908107,-67.00718312,6,659
l,2,-79.09748209,-30.71684909,5,383
l,2,-80.02861328,-43.78225094,5,497
l,2,-79.20486288,-31.92397989,4,1030
r,3,-81.66227056,-62.25870548,4,1275
l,2,-79.16975892,-34.01583238,2,185
r,3,-79.22965013,-34.71662635,6,771
r,1,-80.73707372,-71.7880904,5,1245
r,1,-79.83153002,-65.63551712,3,857
r,3,-82.19180488,-61.04168493,5,354
l,1,-80.87432647,-54.1424188,4,64
l,2,-79.10593861,-50.44616344,6,79
r,3,-83.24442244,-58.2906147,4,796
l,2,-82.51209581,-45.54611771,5,1024
l,1,-79.09054761,-30.08206091,3,908
r,1,-79.37446653,-67.45356967,3,34
l,2,-79.70950845,-70.63753541,4,1245
l,1,-80.25477031,-66.20210746,4,1321
l,1,-79.24649033,-78.51067661,4,529
r,3,-83.45232124,-59.26049149,5,918
r,3,-83.55545818,-61.21513883,6,848
r,1,-79.66890101,-66.34419133,6,1360
r,3,-79.39065893,-80.5636106,5,651
l,2,-79.51840485,-69.63837798,4,1184
r,3,-79.35568832,-76.48329479,4,766
l,1,-79.77138668,-65.97077783,3,415
l,1,-81.549909,-64.74378772,4,132
r,3,-82.48074635,-55.49356692,4,430
r,3,-83.18950564,-58.18104616,4,1238
r,3,-80.61663701,-75.15080773,3,324
l,1,-80.54573983,-32.78966938,6,1130
l,2,-79.35560898,-35.63144498,6,1252
l,2,-79.0277165,-34.59223089,2,329
l,1,-79.66214363,-67.55663332,3,559
r,3,-81.76915801,-64.010834,5,10
r,3,-81.77131131,-64.27433549,3,955
l,1,-80.64119616,-71.34895762,4,461
l,2,-83.55026221,-60.30104092,4,537
l,2,-83.34089251,-61.3441957,6,467
l,1,-81.97121352,-66.0879105,4,217
l,2,-80.01425304,-77.4411589,6,888
l,2,-80.88579859,-53.25283362,4,223
r,3,-80.58404709,-46.64007006,3,399
r,3,-79.22943849,-33.41799649,5,207
l,1,-79.91462266,-59.82877117,4,872
r,3,-81.56727385,-64.16652149,4,513
l,1,-80.62951607,-34.00681747,5,141
r,3,-80.12396529,-59.6549122,2,330
l,2,-82.30984951,-63.89331098,5,1040
l,3,-80.63369119,-33.87424229,5,1030
r,3,-80.45862055,-62.95727267,5,1016
r,2,-82.64370493,-56.41183792,4,49
r,2,-80.12015187,-52.12166534,5,765
r,1,-80.42186047,-75.76376958,4,666
r,2,-80.61862041,-34.18707814,4,146
r,2,-80.47091761,-45.42742044,5,277
l,3,-81.93140338,-46.40778334,5,1381
l,3,-83.0326838,-62.3446468,5,589
r,1,-80.42828572,-76.03201876,4,224
r,1,-82.38431052,-44.75294198,5,460
r,1,-81.96943391,-49.98735626,3,1268
l,3,-80.6310628,-48.39622658,4,79
r,1,-80.62888583,-48.80458146,6,1305
r,2,-82.37161758,-43.95569427,3,1137
r,2,-80.67661709,-65.13318491,5,918
r,2,-80.38352603,-44.76586133,5,1000
r,1,-80.64230227,-47.78578948,5,299
r,1,-79.35482767,-35.29970819,5,832
r,2,-79.24158004,-34.4529361,5,688
r,1,-78.98725718,-70.98033304,3,422
r,2,-76.63552443,-72.99856456,4,727
l,3,-78.05883025,-75.84268643,4,849
l,2,-75.92134316,-65.75600224,4,1123
l,3,-75.78517878,-65.27275985,3,620
l,2,-75.46813082,-63.38962578,5,498
l,1,-75.03509116,-64.04607935,2,117
r,1,-78.86170222,-79.41532715,4,1093
l,2,-77.74838124,-80.3545997,3,773
l,3,-76.65851129,-74.44087604,3,1291
l,2,-78.00284215,-80.83415183,5,331
l,3,-78.61880481,-81.82009089,2,1276
r,1,-78.04533225,-73.7214278,5,1169
l,1,-78.80069049,-44.58345872,4,680
l,1,-77.84803177,-81.3314125,3,392
r,3,-78.16024234,-49.21444266,4,604
r,1,-78.14718317,-79.52036117,5,1154
l,2,-77.97164315,-76.65522713,4,468
r,1,-78.93192493,-35.37508946,6,1335
l,1,-76.16135091,-68.12405269,4,1306
l,3,-74.79440464,-63.10193984,5,498
r,2,-78.59935948,-81.90907456,3,834
r,1,-77.942342,-77.52455051,5,87
r,1,-78.92040557,-68.31901059,4,681
r,3,-78.62843193,-68.86170217,5,1184
r,2,-78.85185031,-70.22551419,2,361
r,1,-76.68172186,-73.15873785,2,285
r,3,-76.75465714,-71.40338697,4,1047
r,1,-77.44436738,-75.03463648,5,849
l,3,-78.49735492,-43.82051641,5,619
l,2,-75.99870857,-78.00153388,2,1154
r,2,-77.38119472,-75.90349325,3,910
l,2,-74.33430389,-61.42961365,2,1321
r,1,-77.80313055,-34.5910723,5,893
l,2,-76.51964724,-76.54495506,4,87
l,3,-77.77043609,-80.25858176,6,1215
r,3,-75.74991874,-64.73384579,2,117
l,3,-78.19729,-79.08321821,3,1093
l,3,-77.85831472,-34.66602322,5,1335
l,3,-78.82925559,-80.47492571,4,1154
l,1,-78.56044747,-43.83159929,2,177
l,1,-78.00784571,-48.77602139,5,604
